time,elapsed_seconds,message
10:49:20,1.39e-05,U info: rows = 123: cols = 121: size = 14883: nonzeros = 14762
10:49:20,1.35e-05,jac info: rows = 349: cols = 123: size = 42927: nonzeros = 35502
10:49:20,0.0008637,linear algebra multiplication to compute ugrade complete
10:49:20,0.0002476,commencing check of parameter bounds
10:49:20,4.39e-05,limiting out of bounds pars
10:49:20,0.0001048,checking for denormal floating point values
10:49:20,3.03e-05,transforming upgrade pars to model pars
10:49:20,6.11e-05,writing upgrade vector to csv file
10:49:20,0.0007263,beginning upgrade vector calculations, lambda = 10
10:49:20,3.26e-05,commencing calculation of upgrade vector
10:49:20,0.0073652,forming JtQJ matrix
10:49:20,0.0053944,commencing to scale JtQJ matrix- first SVD...
10:49:20,2.02e-05,starting REDSVD
10:49:20,0.0095589,retrieving REDSVD components
10:49:20,0.0001665,triming REDSVD components to 68elements
10:49:20,0.0001959,done REDSVD
10:49:20,0.0015216,S info: rows = 123: cols = 123: size = 15129: nonzeros = 122
10:49:20,1.82e-05,JS
10:49:20,0.0006276,JS.transpose() * q_mat * JS + lambda * S.transpose() * S
10:49:20,0.0055054,S info: rows = 123: cols = 123: size = 15129: nonzeros = 122
10:49:20,1.92e-05,commencing SVD factorization of lambda-scaled JtQJ
10:49:20,1.29e-05,starting REDSVD
10:49:20,0.0217855,retrieving REDSVD components
10:49:20,0.0003791,triming REDSVD components to 121elements
10:49:20,0.0002563,done REDSVD
10:49:20,4.19e-05,SVD factorization complete
10:49:20,0.0105823,commencing linear algebra multiplication to compute ugrade
10:49:20,1.67e-05,S info: rows = 123: cols = 123: size = 15129: nonzeros = 122Vt info: rows = 121: cols = 123: size = 14883: nonzeros = 14762
10:49:20,1.38e-05,U info: rows = 123: cols = 121: size = 14883: nonzeros = 14762
10:49:20,1.36e-05,jac info: rows = 349: cols = 123: size = 42927: nonzeros = 35502
10:49:20,0.0009591,linear algebra multiplication to compute ugrade complete
10:49:20,0.0002394,commencing check of parameter bounds and gradients
10:49:20,5.5e-05,commencing calculation of upgrade vector
10:49:20,0.0073874,forming JtQJ matrix
10:49:20,0.0056614,commencing to scale JtQJ matrix- first SVD...
10:49:20,1.95e-05,starting REDSVD
10:49:20,0.01,retrieving REDSVD components
10:49:20,0.0001807,triming REDSVD components to 68elements
10:49:20,0.0002168,done REDSVD
10:49:20,0.0013919,S info: rows = 123: cols = 123: size = 15129: nonzeros = 122
10:49:20,1.81e-05,JS
10:49:20,0.0005708,JS.transpose() * q_mat * JS + lambda * S.transpose() * S
10:49:20,0.0055158,S info: rows = 123: cols = 123: size = 15129: nonzeros = 122
10:49:20,1.88e-05,commencing SVD factorization of lambda-scaled JtQJ
10:49:20,1.31e-05,starting REDSVD
10:49:20,0.0218857,retrieving REDSVD components
10:49:20,0.0002597,triming REDSVD components to 121elements
10:49:20,0.0002405,done REDSVD
10:49:20,4.29e-05,SVD factorization complete
10:49:20,0.0103582,commencing linear algebra multiplication to compute ugrade
10:49:20,1.68e-05,S info: rows = 123: cols = 123: size = 15129: nonzeros = 122Vt info: rows = 121: cols = 123: size = 14883: nonzeros = 14762
10:49:20,1.58e-05,U info: rows = 123: cols = 121: size = 14883: nonzeros = 14762
10:49:20,1.48e-05,jac info: rows = 349: cols = 123: size = 42927: nonzeros = 35502
10:49:20,0.0014429,linear algebra multiplication to compute ugrade complete
10:49:20,0.0003795,commencing check of parameter bounds
10:49:20,4.75e-05,limiting out of bounds pars
10:49:20,0.0001256,checking for denormal floating point values
10:49:20,3.01e-05,transforming upgrade pars to model pars
10:49:20,3.92e-05,writing upgrade vector to csv file
10:49:20,0.0007553,beginning upgrade vector calculations, lambda = 100
10:49:20,3.27e-05,commencing calculation of upgrade vector
10:49:20,0.0071607,forming JtQJ matrix
10:49:20,0.0053692,commencing to scale JtQJ matrix- first SVD...
10:49:20,3.96e-05,starting REDSVD
10:49:20,0.0097903,retrieving REDSVD components
10:49:20,0.0001941,triming REDSVD components to 68elements
10:49:20,0.0001841,done REDSVD
10:49:20,0.0013551,S info: rows = 123: cols = 123: size = 15129: nonzeros = 122
10:49:20,1.75e-05,JS
10:49:20,0.0006755,JS.transpose() * q_mat * JS + lambda * S.transpose() * S
10:49:20,0.0053773,S info: rows = 123: cols = 123: size = 15129: nonzeros = 122
10:49:20,1.95e-05,commencing SVD factorization of lambda-scaled JtQJ
10:49:20,1.32e-05,starting REDSVD
10:49:20,0.0232138,retrieving REDSVD components
10:49:20,0.0002849,triming REDSVD components to 121elements
10:49:20,0.0003863,done REDSVD
10:49:20,9.94e-05,SVD factorization complete
10:49:20,0.0119372,commencing linear algebra multiplication to compute ugrade
10:49:20,1.98e-05,S info: rows = 123: cols = 123: size = 15129: nonzeros = 122Vt info: rows = 121: cols = 123: size = 14883: nonzeros = 14762
10:49:20,3.46e-05,U info: rows = 123: cols = 121: size = 14883: nonzeros = 14762
10:49:20,1.51e-05,jac info: rows = 349: cols = 123: size = 42927: nonzeros = 35502
10:49:20,0.0009539,linear algebra multiplication to compute ugrade complete
10:49:20,0.0002582,commencing check of parameter bounds and gradients
10:49:20,5.74e-05,commencing calculation of upgrade vector
10:49:20,0.0073485,forming JtQJ matrix
10:49:20,0.0053156,commencing to scale JtQJ matrix- first SVD...
10:49:20,1.95e-05,starting REDSVD
10:49:20,0.0096453,retrieving REDSVD components
10:49:20,0.0001743,triming REDSVD components to 68elements
10:49:20,0.0001871,done REDSVD
10:49:20,0.0014288,S info: rows = 123: cols = 123: size = 15129: nonzeros = 122
10:49:20,1.81e-05,JS
10:49:20,0.000527,JS.transpose() * q_mat * JS + lambda * S.transpose() * S
10:49:20,0.0054785,S info: rows = 123: cols = 123: size = 15129: nonzeros = 122
10:49:20,1.91e-05,commencing SVD factorization of lambda-scaled JtQJ
10:49:20,1.32e-05,starting REDSVD
10:49:20,0.0231583,retrieving REDSVD components
10:49:20,0.0002559,triming REDSVD components to 121elements
10:49:20,0.0001925,done REDSVD
10:49:20,2.09e-05,SVD factorization complete
10:49:20,0.0103429,commencing linear algebra multiplication to compute ugrade
10:49:20,1.81e-05,S info: rows = 123: cols = 123: size = 15129: nonzeros = 122Vt info: rows = 121: cols = 123: size = 14883: nonzeros = 14762
10:49:20,1.44e-05,U info: rows = 123: cols = 121: size = 14883: nonzeros = 14762
10:49:20,1.38e-05,jac info: rows = 349: cols = 123: size = 42927: nonzeros = 35502
10:49:20,0.000876,linear algebra multiplication to compute ugrade complete
10:49:20,0.0002436,commencing check of parameter bounds
10:49:20,4.48e-05,limiting out of bounds pars
10:49:20,0.0001071,checking for denormal floating point values
10:49:20,3.12e-05,transforming upgrade pars to model pars
10:49:20,3.85e-05,writing upgrade vector to csv file
10:49:20,0.0007365,beginning upgrade vector calculations, lambda = 1000
10:49:20,3.27e-05,commencing calculation of upgrade vector
10:49:20,0.0073522,forming JtQJ matrix
10:49:20,0.0053855,commencing to scale JtQJ matrix- first SVD...
10:49:20,1.99e-05,starting REDSVD
10:49:20,0.009776,retrieving REDSVD components
10:49:20,0.0001961,triming REDSVD components to 68elements
10:49:20,0.0001041,done REDSVD
10:49:20,0.0013977,S info: rows = 123: cols = 123: size = 15129: nonzeros = 122
10:49:20,1.77e-05,JS
10:49:20,0.0005304,JS.transpose() * q_mat * JS + lambda * S.transpose() * S
10:49:20,0.005461,S info: rows = 123: cols = 123: size = 15129: nonzeros = 122
10:49:20,1.99e-05,commencing SVD factorization of lambda-scaled JtQJ
10:49:20,1.33e-05,starting REDSVD
10:49:20,0.02414,retrieving REDSVD components
10:49:20,0.0002733,triming REDSVD components to 120elements
10:49:20,0.0001915,done REDSVD
10:49:20,2.04e-05,SVD factorization complete
10:49:20,0.0101368,commencing linear algebra multiplication to compute ugrade
10:49:20,1.68e-05,S info: rows = 123: cols = 123: size = 15129: nonzeros = 122Vt info: rows = 120: cols = 123: size = 14760: nonzeros = 14640
10:49:20,1.4e-05,U info: rows = 123: cols = 120: size = 14760: nonzeros = 14640
10:49:20,1.38e-05,jac info: rows = 349: cols = 123: size = 42927: nonzeros = 35502
10:49:20,0.0009434,linear algebra multiplication to compute ugrade complete
10:49:20,0.0002928,commencing check of parameter bounds and gradients
10:49:20,7.56e-05,commencing calculation of upgrade vector
10:49:20,0.0072415,forming JtQJ matrix
10:49:20,0.0053828,commencing to scale JtQJ matrix- first SVD...
10:49:20,2.15e-05,starting REDSVD
10:49:20,0.0111513,retrieving REDSVD components
10:49:20,0.0002323,triming REDSVD components to 68elements
10:49:20,0.000181,done REDSVD
10:49:20,0.0014286,S info: rows = 123: cols = 123: size = 15129: nonzeros = 122
10:49:20,5.31e-05,JS
10:49:20,0.0005918,JS.transpose() * q_mat * JS + lambda * S.transpose() * S
10:49:20,0.0055513,S info: rows = 123: cols = 123: size = 15129: nonzeros = 122
10:49:20,2.03e-05,commencing SVD factorization of lambda-scaled JtQJ
10:49:20,1.33e-05,starting REDSVD
10:49:20,0.0241721,retrieving REDSVD components
10:49:20,0.0002781,triming REDSVD components to 120elements
10:49:20,0.0001643,done REDSVD
10:49:20,4.89e-05,SVD factorization complete
10:49:20,0.0100172,commencing linear algebra multiplication to compute ugrade
10:49:20,1.64e-05,S info: rows = 123: cols = 123: size = 15129: nonzeros = 122Vt info: rows = 120: cols = 123: size = 14760: nonzeros = 14640
10:49:20,1.41e-05,U info: rows = 123: cols = 120: size = 14760: nonzeros = 14640
10:49:20,1.55e-05,jac info: rows = 349: cols = 123: size = 42927: nonzeros = 35502
10:49:20,0.0009371,linear algebra multiplication to compute ugrade complete
10:49:20,0.0002851,commencing check of parameter bounds
10:49:20,5.58e-05,limiting out of bounds pars
10:49:20,0.0001408,checking for denormal floating point values
10:49:20,2.95e-05,transforming upgrade pars to model pars
10:49:20,3.97e-05,writing upgrade vector to csv file
10:49:20,0.0015289,LinearAnalysis::glm_iter_fosm
10:49:20,4.36e-05,starting FOSM uncertainty analyses for iteration 0
10:49:20,0.0108081,loading obscov
10:49:20,0.0001877,loading parcov
10:49:20,0.0001874,setting predictions
10:49:20,3.87e-05,set_predictions
10:49:20,0.0001336,extracting prediction FLOW__USECOL:1_IDX0:29.0 from jacobian
10:49:20,0.0066147,extracting prediction FLOW__USECOL:1_IDX0:30.0 from jacobian
10:49:20,0.0065912,extracting prediction FLOW__USECOL:1_IDX0:31.0 from jacobian
10:49:20,0.0070458,extracting prediction FLOW__USECOL:1_IDX0:32.0 from jacobian
10:49:20,0.0064555,extracting prediction FLOW__USECOL:1_IDX0:33.0 from jacobian
10:49:20,0.0062752,extracting prediction FLOW__USECOL:1_IDX0:34.0 from jacobian
10:49:20,0.0061267,extracting prediction FLOW__USECOL:1_IDX0:35.0 from jacobian
10:49:20,0.005879,extracting prediction FLOW__USECOL:1_IDX0:36.0 from jacobian
10:49:20,0.0061061,extracting prediction FLOW__USECOL:1_IDX0:37.0 from jacobian
10:49:20,0.0061433,extracting prediction FLOW__USECOL:1_IDX0:38.0 from jacobian
10:49:20,0.0061796,extracting prediction FLOW__USECOL:1_IDX0:39.0 from jacobian
10:49:20,0.0062672,extracting prediction FLOW__USECOL:1_IDX0:40.0 from jacobian
10:49:20,0.0058852,extracting prediction FLOW__USECOL:1_IDX0:41.0 from jacobian
10:49:20,0.0061572,extracting prediction FLOW__USECOL:1_IDX0:42.0 from jacobian
10:49:20,0.0059981,extracting prediction FLOW__USECOL:1_IDX0:43.0 from jacobian
10:49:20,0.0066063,extracting prediction FLOW__USECOL:1_IDX0:44.0 from jacobian
10:49:20,0.0062056,extracting prediction FLOW__USECOL:1_IDX0:45.0 from jacobian
10:49:20,0.0060163,extracting prediction FLOW__USECOL:1_IDX0:46.0 from jacobian
10:49:20,0.0066016,extracting prediction FLOW__USECOL:1_IDX0:47.0 from jacobian
10:49:20,0.0058328,extracting prediction FLOW__USECOL:1_IDX0:48.0 from jacobian
10:49:20,0.0058262,extracting prediction FLOW__USECOL:1_IDX0:49.0 from jacobian
10:49:21,0.0056696,extracting prediction FLOW__USECOL:1_IDX0:50.0 from jacobian
10:49:21,0.0057886,extracting prediction FLOW__USECOL:1_IDX0:51.0 from jacobian
10:49:21,0.0060412,extracting prediction FLOW__USECOL:1_IDX0:52.0 from jacobian
10:49:21,0.005821,extracting prediction FLOW__USECOL:1_IDX0:53.0 from jacobian
10:49:21,0.0059266,extracting prediction FLOW__USECOL:1_IDX0:54.0 from jacobian
10:49:21,0.006586,extracting prediction FLOW__USECOL:1_IDX0:55.0 from jacobian
10:49:21,0.0073745,extracting prediction FLOW__USECOL:1_IDX0:56.0 from jacobian
10:49:21,0.0062705,extracting prediction FLOW__USECOL:1_IDX0:57.0 from jacobian
10:49:21,0.0059004,extracting prediction FLOW__USECOL:1_IDX0:58.0 from jacobian
10:49:21,0.0056467,extracting prediction FLOW__USECOL:1_IDX0:59.0 from jacobian
10:49:21,0.0058445,extracting prediction FLOW__USECOL:1_IDX0:60.0 from jacobian
10:49:21,0.0060177,extracting prediction FLOW__USECOL:1_IDX0:61.0 from jacobian
10:49:21,0.0065217,extracting prediction FLOW__USECOL:1_IDX0:62.0 from jacobian
10:49:21,0.0058428,extracting prediction FLOW__USECOL:1_IDX0:63.0 from jacobian
10:49:21,0.0060137,extracting prediction FLOW__USECOL:1_IDX0:64.0 from jacobian
10:49:21,0.0056887,extracting prediction FLOW__USECOL:1_IDX0:65.0 from jacobian
10:49:21,0.0056005,extracting prediction FLOW__USECOL:1_IDX0:66.0 from jacobian
10:49:21,0.0056949,extracting prediction FLOW__USECOL:1_IDX0:67.0 from jacobian
10:49:21,0.0056837,extracting prediction FLOW__USECOL:1_IDX0:68.0 from jacobian
10:49:21,0.0057303,extracting prediction FLOW__USECOL:1_IDX0:69.0 from jacobian
10:49:21,0.0055169,extracting prediction FLOW__USECOL:1_IDX0:70.0 from jacobian
10:49:21,0.0056275,extracting prediction FLOW__USECOL:1_IDX0:71.0 from jacobian
10:49:21,0.0054233,extracting prediction FLOW__USECOL:1_IDX0:72.0 from jacobian
10:49:21,0.0055089,extracting prediction FLOW__USECOL:1_IDX0:73.0 from jacobian
10:49:21,0.0056917,extracting prediction FLOW__USECOL:1_IDX0:74.0 from jacobian
10:49:21,0.0053917,extracting prediction FLOW__USECOL:1_IDX0:75.0 from jacobian
10:49:21,0.0056303,extracting prediction FLOW__USECOL:1_IDX0:76.0 from jacobian
10:49:21,0.0056225,extracting prediction FLOW__USECOL:1_IDX0:77.0 from jacobian
10:49:21,0.005486,extracting prediction FLOW__USECOL:1_IDX0:78.0 from jacobian
10:49:21,0.0052538,extracting prediction FLOW__USECOL:1_IDX0:79.0 from jacobian
10:49:21,0.0052253,extracting prediction FLOW__USECOL:1_IDX0:80.0 from jacobian
10:49:21,0.0052286,extracting prediction FLOW__USECOL:1_IDX0:81.0 from jacobian
10:49:21,0.005131,extracting prediction FLOW__USECOL:1_IDX0:82.0 from jacobian
10:49:21,0.0052571,extracting prediction FLOW__USECOL:1_IDX0:83.0 from jacobian
10:49:21,0.0051946,extracting prediction FLOW__USECOL:1_IDX0:84.0 from jacobian
10:49:21,0.0054774,extracting prediction FLOW__USECOL:1_IDX0:85.0 from jacobian
10:49:21,0.0060966,extracting prediction FLOW__USECOL:1_IDX0:86.0 from jacobian
10:49:21,0.0066693,extracting prediction FLOW__USECOL:1_IDX0:87.0 from jacobian
10:49:21,0.0059446,extracting prediction FLOW__USECOL:1_IDX0:88.0 from jacobian
10:49:21,0.0057312,extracting prediction FLOW__USECOL:2_IDX0:29.0 from jacobian
10:49:21,0.0057685,extracting prediction FLOW__USECOL:2_IDX0:30.0 from jacobian
10:49:21,0.0059776,extracting prediction FLOW__USECOL:2_IDX0:31.0 from jacobian
10:49:21,0.0059818,extracting prediction FLOW__USECOL:2_IDX0:32.0 from jacobian
10:49:21,0.0056566,extracting prediction FLOW__USECOL:2_IDX0:33.0 from jacobian
10:49:21,0.005966,extracting prediction FLOW__USECOL:2_IDX0:34.0 from jacobian
10:49:21,0.005345,extracting prediction FLOW__USECOL:2_IDX0:35.0 from jacobian
10:49:21,0.0056132,extracting prediction FLOW__USECOL:2_IDX0:36.0 from jacobian
10:49:21,0.0057532,extracting prediction FLOW__USECOL:2_IDX0:37.0 from jacobian
10:49:21,0.0056044,extracting prediction FLOW__USECOL:2_IDX0:38.0 from jacobian
10:49:21,0.0054245,extracting prediction FLOW__USECOL:2_IDX0:39.0 from jacobian
10:49:21,0.0058437,extracting prediction FLOW__USECOL:2_IDX0:40.0 from jacobian
10:49:21,0.0053409,extracting prediction FLOW__USECOL:2_IDX0:41.0 from jacobian
10:49:21,0.0052879,extracting prediction FLOW__USECOL:2_IDX0:42.0 from jacobian
10:49:21,0.0053184,extracting prediction FLOW__USECOL:2_IDX0:43.0 from jacobian
10:49:21,0.005463,extracting prediction FLOW__USECOL:2_IDX0:44.0 from jacobian
10:49:21,0.0059143,extracting prediction FLOW__USECOL:2_IDX0:45.0 from jacobian
10:49:21,0.005574,extracting prediction FLOW__USECOL:2_IDX0:46.0 from jacobian
10:49:21,0.0052487,extracting prediction FLOW__USECOL:2_IDX0:47.0 from jacobian
10:49:21,0.0051367,extracting prediction FLOW__USECOL:2_IDX0:48.0 from jacobian
10:49:21,0.0050054,extracting prediction FLOW__USECOL:2_IDX0:49.0 from jacobian
10:49:21,0.0052493,extracting prediction FLOW__USECOL:2_IDX0:50.0 from jacobian
10:49:21,0.0050316,extracting prediction FLOW__USECOL:2_IDX0:51.0 from jacobian
10:49:21,0.0050443,extracting prediction FLOW__USECOL:2_IDX0:52.0 from jacobian
10:49:21,0.0052488,extracting prediction FLOW__USECOL:2_IDX0:53.0 from jacobian
10:49:21,0.0049847,extracting prediction FLOW__USECOL:2_IDX0:54.0 from jacobian
10:49:21,0.0049881,extracting prediction FLOW__USECOL:2_IDX0:55.0 from jacobian
10:49:21,0.0050313,extracting prediction FLOW__USECOL:2_IDX0:56.0 from jacobian
10:49:21,0.0049253,extracting prediction FLOW__USECOL:2_IDX0:57.0 from jacobian
10:49:21,0.0052412,extracting prediction FLOW__USECOL:2_IDX0:58.0 from jacobian
10:49:21,0.005019,extracting prediction FLOW__USECOL:2_IDX0:59.0 from jacobian
10:49:21,0.0050141,extracting prediction FLOW__USECOL:2_IDX0:60.0 from jacobian
10:49:21,0.0050014,extracting prediction FLOW__USECOL:2_IDX0:61.0 from jacobian
10:49:21,0.0052014,extracting prediction FLOW__USECOL:2_IDX0:62.0 from jacobian
10:49:21,0.0048574,extracting prediction FLOW__USECOL:2_IDX0:63.0 from jacobian
10:49:21,0.0048542,extracting prediction FLOW__USECOL:2_IDX0:64.0 from jacobian
10:49:21,0.0050609,extracting prediction FLOW__USECOL:2_IDX0:65.0 from jacobian
10:49:21,0.0052537,extracting prediction FLOW__USECOL:2_IDX0:66.0 from jacobian
10:49:21,0.0049971,extracting prediction FLOW__USECOL:2_IDX0:67.0 from jacobian
10:49:21,0.0049769,extracting prediction FLOW__USECOL:2_IDX0:68.0 from jacobian
10:49:21,0.0048715,extracting prediction FLOW__USECOL:2_IDX0:69.0 from jacobian
10:49:21,0.0047882,extracting prediction FLOW__USECOL:2_IDX0:70.0 from jacobian
10:49:21,0.0047858,extracting prediction FLOW__USECOL:2_IDX0:71.0 from jacobian
10:49:21,0.0047665,extracting prediction FLOW__USECOL:2_IDX0:72.0 from jacobian
10:49:21,0.0048855,extracting prediction FLOW__USECOL:2_IDX0:73.0 from jacobian
10:49:21,0.0048917,extracting prediction FLOW__USECOL:2_IDX0:74.0 from jacobian
10:49:21,0.0048497,extracting prediction FLOW__USECOL:2_IDX0:75.0 from jacobian
10:49:21,0.0048671,extracting prediction FLOW__USECOL:2_IDX0:76.0 from jacobian
10:49:21,0.0048814,extracting prediction FLOW__USECOL:2_IDX0:77.0 from jacobian
10:49:21,0.0053561,extracting prediction FLOW__USECOL:2_IDX0:78.0 from jacobian
10:49:21,0.0050394,extracting prediction FLOW__USECOL:2_IDX0:79.0 from jacobian
10:49:21,0.0048094,extracting prediction FLOW__USECOL:2_IDX0:80.0 from jacobian
10:49:21,0.004706,extracting prediction FLOW__USECOL:2_IDX0:81.0 from jacobian
